,id,frac
56,WOS:A1978EQ72500006,41.0
57,WOS:A1978FS42000125,40.0
58,WOS:A1978EP90300073,40.0
59,WOS:A1978EU89401016,40.0
60,WOS:A1978FB74800005,39.5
61,WOS:A1978EX18300342,39.0
62,WOS:A1978EP86400003,39.0
63,WOS:A1978EX18300582,39.0
64,WOS:A1978EZ98600115,39.0
65,WOS:A1978FX80100019,39.0
66,WOS:A1978EZ69500010,38.75
67,WOS:A1978GG67000001,38.0
68,WOS:A1978ET42900028,38.0
69,WOS:A1978GP40500006,38.0
70,WOS:A1978GJ03600004,37.0
71,WOS:A1978EP90300527,37.0
72,WOS:A1978ER59001387,36.0
73,WOS:A1978EU85000012,36.0
74,WOS:A1978EU89401670,36.0
75,WOS:A1978EX24900037,36.0
76,WOS:A1978ES27600005,36.0
77,WOS:A1978FG82100002,36.0
78,WOS:A1978FL69000004,35.0
79,WOS:A1978FC14800002,35.0
80,WOS:A1978EP04700291,35.0
81,WOS:A1978EG81500175,35.0
82,WOS:A1978EK02600051,34.07692307692308
83,WOS:A1978EX18301319,34.0
84,WOS:A1978EX18301473,34.0
85,WOS:A1978EU89402041,34.0
86,WOS:A1978GK50100001,33.0
87,WOS:A1978ET00300002,33.0
88,WOS:A1978FQ93700304,33.0
89,WOS:A1978EQ31200004,33.0
90,WOS:A1978FL51900245,33.0
91,WOS:A1978FD91400017,33.0
92,WOS:A1978FK25600017,33.0
93,WOS:A1978GA84500005,33.0
94,WOS:A1978ES45400070,32.5
95,WOS:A1978EJ16700017,32.5
96,WOS:A1978EP04701074,32.0
97,WOS:A1978ER10500813,32.0
98,WOS:A1978FY51700009,32.0
99,WOS:A1978EM15900001,31.6
100,WOS:A1978ET45300259,31.5
101,WOS:A1978FJ57600014,31.333333333333332
102,WOS:A1978EL43700032,31.0
103,WOS:A1978EG05800225,31.0
104,WOS:A1978ER10500249,31.0
105,WOS:A1978EX18302156,30.5
106,WOS:A1978FK82900001,30.0
107,WOS:A1978EN27600002,30.0
108,WOS:A1978EM75600011,30.0
109,WOS:A1978FQ21600005,30.0
110,WOS:A1978EX18300180,29.666666666666668
111,WOS:A1978EV61900005,29.0
112,WOS:A1978EJ18200011,29.0
113,WOS:A1978FV45400673,29.0
114,WOS:A1978FC93900013,29.0
115,WOS:A1978FR51900048,29.0
116,WOS:A1978EU21400014,29.0
117,WOS:A1978EP90300208,28.0
118,WOS:A1978EP90300180,28.0
119,WOS:A1978EP90300200,28.0
120,WOS:A1978ER10500246,28.0
121,WOS:A1978EX18301318,28.0
122,WOS:A1978EP90300204,28.0
123,WOS:A1978FS42000094,28.0
124,WOS:A1978EM67700081,28.0
125,WOS:A1978GA03800006,28.0
126,WOS:A1978EQ72500036,28.0
127,WOS:A1978EP90300198,28.0
128,WOS:A1978FT35500007,28.0
129,WOS:A1978FK50500068,28.0
130,WOS:A1978GB01900028,27.666666666666668
131,WOS:A1978EM67700079,27.5
132,WOS:A1978FV58100022,27.5
133,WOS:A1978FH78000020,27.5
134,WOS:A1978EX09700010,27.5
135,WOS:A1978FY17200005,27.5
136,WOS:A1978FT06100003,27.25
137,WOS:A1978EK60600094,27.0
138,WOS:A1978EU53700005,27.0
139,WOS:A1978EX18301381,27.0
140,WOS:A1978EU89400811,27.0
141,WOS:A1978EJ31100009,27.0
142,WOS:A1978EU89400595,27.0
143,WOS:A1978ER59001449,27.0
144,WOS:A1978FB97200033,27.0
145,WOS:A1978ER12200010,27.0
146,WOS:A1978EV60900029,27.0
147,WOS:A1978EX18301389,27.0
148,WOS:A1978FT75500021,26.5
149,WOS:A1978EV74300007,26.5
150,WOS:A1978FL83400007,26.5
151,WOS:A1978ER10500114,26.5
152,WOS:A1978GE72600011,26.4
153,WOS:A1978FU21800019,26.2
154,WOS:A1978FC88900032,26.0
155,WOS:A1978EV73000013,26.0
156,WOS:A1978EU47000002,26.0
157,WOS:A1978EH47600007,26.0
158,WOS:A1978EG81500422,26.0
159,WOS:A1978ES38400082,26.0
160,WOS:A1978ET02900020,26.0
161,WOS:A1978EJ12900027,26.0
162,WOS:A1978EX18300560,26.0
163,WOS:A1978FP45900081,26.0
164,WOS:A1978EG98600007,25.823529411764707
165,WOS:A1978FV54600557,25.6
166,WOS:A1978EP04701140,25.5
167,WOS:A1978FA35300002,25.5
168,WOS:A1978EN08800001,25.25
169,WOS:A1978FH78000003,25.11111111111111
170,WOS:A1978EG05800199,25.0
171,WOS:A1978EX18301951,25.0
172,WOS:A1978FR51900379,25.0
173,WOS:A1978FG79300011,25.0
174,WOS:A1978EX18302153,25.0
175,WOS:A1978EY12000486,25.0
176,WOS:A1978EY12000492,25.0
177,WOS:A1978FE62400006,25.0
178,WOS:A1978FL81700013,25.0
179,WOS:A1978ES96400006,25.0
180,WOS:A1978FZ79400002,24.77777777777778
181,WOS:A1978EW84900003,24.666666666666668
182,WOS:A1978EL81600071,24.5
183,WOS:A1978EW09800014,24.5
184,WOS:A1978EX39200010,24.444444444444443
185,WOS:A1978FH78000007,24.428571428571427
186,WOS:A1978EW69500002,24.0
187,WOS:A1978FH95800018,24.0
188,WOS:A1978FH63400011,24.0
189,WOS:A1978FQ89300039,24.0
190,WOS:A1978ER59001556,24.0
191,WOS:A1978FD69500010,24.0
192,WOS:A1978ES45400375,24.0
193,WOS:A1978EX60500016,24.0
194,WOS:000209421700064,24.0
195,WOS:A1978EX18302419,24.0
196,WOS:A1978EH74800015,24.0
197,WOS:A1978FK26300007,24.0
198,WOS:A1978FD49900003,24.0
199,WOS:A1978ES45403653,24.0
200,WOS:A1978EQ58300014,23.9375
201,WOS:A1978EZ98600159,23.666666666666668
202,WOS:A1978FD44800005,23.5
203,WOS:A1978EK39700015,23.0
204,WOS:A1978EX18302657,23.0
205,WOS:A1978EU89401759,23.0
206,WOS:A1978EX18301336,23.0
207,WOS:A1978FH65200038,23.0
208,WOS:A1978FM37500006,23.0
209,WOS:A1978EX18301230,23.0
210,WOS:A1978ES45402534,23.0
211,WOS:A1978EX18302125,23.0
212,WOS:A1978EX18302145,23.0
213,WOS:A1978ER10500617,23.0
214,WOS:A1978EN69700023,23.0
215,WOS:A1978EG05800059,23.0
216,WOS:A1978FA18500008,23.0
217,WOS:A1978EL78800007,23.0
218,WOS:A1978EV61100004,22.8
219,WOS:A1978FG41700010,22.5
220,WOS:A1978EG45500301,22.5
221,WOS:A1978ER59001401,22.5
222,WOS:A1978FF67800032,22.4
223,WOS:A1978FA09000056,22.333333333333332
224,WOS:A1978EQ00900004,22.25
225,WOS:A1978EG05800115,22.0
226,WOS:A1978FL09900002,22.0
227,WOS:A1978EX18302936,22.0
228,WOS:A1978ES45403011,22.0
229,WOS:A1978EZ69500016,22.0
230,WOS:A1978EJ17500034,22.0
231,WOS:A1978FQ17700303,22.0
232,WOS:A1978EU89401730,22.0
233,WOS:A1978EJ92000024,22.0
234,WOS:A1978EF14100035,22.0
235,WOS:A1978FF80700002,22.0
236,WOS:A1978EZ13700331,22.0
237,WOS:A1978EW23200010,22.0
238,WOS:A1978FL37300057,22.0
239,WOS:A1978EP90400013,22.0
240,WOS:A1978EL16600011,22.0
241,WOS:A1978EX18300708,22.0
242,WOS:A1978FM37500011,22.0
243,WOS:A1978EX18302757,22.0
244,WOS:A1978FV54600653,22.0
245,WOS:A1978EN03400015,21.727272727272727
246,WOS:A1978EL81900009,21.666666666666668
247,WOS:A1978EG31200004,21.5
248,WOS:A1978FH78000017,21.5
249,WOS:A1978FQ52800010,21.5
250,WOS:A1978EX11100017,21.5
251,WOS:A1978FG46400004,21.5
252,WOS:A1978FQ52800112,21.5
253,WOS:A1978FQ52800027,21.5
254,WOS:A1978GG10100010,21.5
255,WOS:A1978EX18300341,21.25
256,WOS:A1978GD98700016,21.0
257,WOS:A1978ER10500214,21.0
258,WOS:A1978EZ98600161,21.0
259,WOS:A1978EZ06300013,21.0
260,WOS:A1978FW57600007,21.0
261,WOS:A1978ES14800199,21.0
262,WOS:A1978FX04300041,21.0
263,WOS:A1978FK31000002,21.0
264,WOS:A1978ET45300799,21.0
265,WOS:A1978FC70800006,21.0
266,WOS:A1978FG46400006,21.0
267,WOS:A1978EU23700028,21.0
268,WOS:A1978GD77300156,21.0
269,WOS:A1978EX18302993,21.0
270,WOS:A1978GE00600012,21.0
271,WOS:A1978ER59000317,21.0
272,WOS:A1978FA25100012,21.0
273,WOS:A1978EG05800200,21.0
274,WOS:A1978ES45400471,21.0
275,WOS:A1978ER31000039,21.0
276,WOS:A1978EJ55100076,20.75
277,WOS:A1978EY96100019,20.75
278,WOS:A1978EX18301954,20.5
279,WOS:A1978EP96000022,20.5
280,WOS:A1978FN76900008,20.333333333333332
281,WOS:A1978ER50300020,20.333333333333332
282,WOS:A1978GH15400102,20.25
283,WOS:A1978FM17900021,20.2
284,WOS:A1978FX27000014,20.083333333333332
285,WOS:A1978EJ97700011,20.0
286,WOS:A1978FH98900020,20.0
287,WOS:A1978EH97400005,20.0
288,WOS:A1978ER78100006,20.0
289,WOS:A1978EV60900168,20.0
290,WOS:A1978EV60900155,20.0
291,WOS:A1978EZ13700195,20.0
292,WOS:A1978EX18303056,20.0
293,WOS:A1978ES45402254,20.0
294,WOS:A1978EV60900063,20.0
295,WOS:A1978EW86900033,20.0
296,WOS:A1978FJ51800003,20.0
297,WOS:A1978FF32900009,20.0
298,WOS:A1978EX18300726,20.0
299,WOS:A1978EK60600027,20.0
300,WOS:A1978EZ71000123,20.0
301,WOS:A1978EZ71000033,20.0
302,WOS:A1978FN92200009,20.0
303,WOS:A1978FK89400024,20.0
304,WOS:A1978ES45400321,20.0
305,WOS:A1978EV60900136,20.0
306,WOS:A1978EU89401681,20.0
307,WOS:A1978EX18300319,20.0
308,WOS:A1978EX18300316,20.0
309,WOS:A1978EH15000003,20.0
310,WOS:A1978FA88900014,20.0
311,WOS:A1978FS19400017,20.0
312,WOS:A1978EX18300333,20.0
313,WOS:A1978EK60600111,20.0
314,WOS:A1978EQ65800023,20.0
315,WOS:A1978FN51300003,20.0
316,WOS:A1978GD02500008,20.0
317,WOS:A1978ER10500847,20.0
318,WOS:A1978ES45402899,20.0
319,WOS:A1978EX18300882,20.0
320,WOS:A1978ER59000737,20.0
321,WOS:A1978FF83500040,20.0
322,WOS:A1978FC52800116,20.0
323,WOS:A1978EP90300184,20.0
324,WOS:A1978EV60900181,20.0
325,WOS:A1978EZ69500013,19.875
326,WOS:A1978FP99000013,19.75
327,WOS:A1978EH15000011,19.666666666666668
328,WOS:A1978ER59000795,19.666666666666668
329,WOS:A1978EV36300067,19.666666666666668
330,WOS:A1978FR32800011,19.666666666666668
331,WOS:A1978ER59000989,19.5
332,WOS:A1978EQ22000008,19.5
333,WOS:A1978EM59300019,19.5
334,WOS:A1978FE37600026,19.5
335,WOS:A1978EN18900035,19.5
336,WOS:A1978EZ39500017,19.5
337,WOS:A1978EL18500142,19.333333333333332
338,WOS:A1978EZ13700246,19.333333333333332
339,WOS:A1978FL31000031,19.333333333333332
340,WOS:A1978EX14500044,19.3
341,WOS:A1978EN96100017,19.25
342,WOS:A1978EX18301271,19.2
343,WOS:A1978ES45403800,19.0
344,WOS:A1978EU89401723,19.0
345,WOS:A1978EU17400010,19.0
346,WOS:A1978FM46700002,19.0
347,WOS:A1978EG81500308,19.0
348,WOS:A1978ER59000798,19.0
349,WOS:A1978FE30700010,19.0
350,WOS:A1978FG12500014,19.0
351,WOS:A1978EJ82500010,19.0
352,WOS:A1978ER59000209,19.0
353,WOS:A1978EK55200009,19.0
354,WOS:A1978FE80700023,19.0
355,WOS:A1978EH11300003,19.0
356,WOS:A1978EZ72900057,19.0
357,WOS:A1978EU89401168,19.0
358,WOS:A1978EX18300744,19.0
359,WOS:A1978ER59000789,19.0
360,WOS:A1978FZ79000048,19.0
361,WOS:A1978ER59001221,19.0
362,WOS:A1978FH51700479,19.0
363,WOS:A1978EQ09300035,19.0
364,WOS:A1978EX18301317,19.0
365,WOS:A1978ES78900028,19.0
366,WOS:A1978EJ17500027,19.0
367,WOS:A1978FT36400028,19.0
368,WOS:A1978EK49000044,19.0
369,WOS:A1978FH26500021,19.0
370,WOS:A1978ET45300247,19.0
371,WOS:A1978EX04200021,19.0
372,WOS:A1978EL18700025,18.75
373,WOS:A1978FE81600012,18.733333333333334
374,WOS:A1978FB08100007,18.7
375,WOS:A1978ES92300006,18.6
376,WOS:A1978FK99700004,18.6
377,WOS:A1978EH19200005,18.5
378,WOS:A1978EL18500341,18.5
379,WOS:A1978EU89400067,18.5
380,WOS:A1978ER55200002,18.5
381,WOS:A1978EP88600028,18.5
382,WOS:A1978FA80500025,18.4
383,WOS:A1978EL18500389,18.333333333333332
384,WOS:A1978FM51900027,18.333333333333332
385,WOS:A1978ER10500221,18.333333333333332
386,WOS:A1978ER59001448,18.333333333333332
387,WOS:A1978EJ44500006,18.333333333333332
388,WOS:A1978EK21800010,18.166666666666668
389,WOS:A1978EU13800025,18.142857142857142
390,WOS:A1978EL83700053,18.066666666666666
391,WOS:A1978GB96900059,18.0
392,WOS:A1978EL18500128,18.0
393,WOS:A1978GB01900013,18.0
394,WOS:A1978EU53700004,18.0
395,WOS:A1978FF19400031,18.0
396,WOS:A1978FK62700018,18.0
397,WOS:A1978FC46300016,18.0
398,WOS:A1978ES45402966,18.0
399,WOS:A1978EG65100037,18.0
400,WOS:A1978EX18303007,18.0
401,WOS:A1978EX18301032,18.0
402,WOS:A1978FG92300332,18.0
403,WOS:A1978EM67700078,18.0
404,WOS:A1978FM76100031,18.0
405,WOS:A1978FG68700004,18.0
406,WOS:A1978EK21000020,18.0
407,WOS:A1978EM42900010,18.0
408,WOS:A1978EU89401348,18.0
409,WOS:A1978EL42400001,18.0
410,WOS:A1978EU53700003,18.0
411,WOS:A1978EZ06300071,18.0
412,WOS:A1978EN65300045,18.0
413,WOS:A1978ER58900124,18.0
414,WOS:A1978EX18300777,18.0
415,WOS:A1978EX18302316,18.0
416,WOS:A1978EX18301288,18.0
417,WOS:A1978ET45300165,18.0
418,WOS:A1978EG46100010,18.0
419,WOS:A1978EX18300325,18.0
420,WOS:A1978FP78600004,18.0
421,WOS:A1978EV29500017,18.0
422,WOS:A1978EU53700002,18.0
423,WOS:A1978EZ28300012,18.0
424,WOS:A1978EN98500037,18.0
425,WOS:A1978EQ46900006,18.0
426,WOS:A1978FM06400008,18.0
427,WOS:A1978EW90100031,18.0
428,WOS:A1978ER10500996,18.0
429,WOS:A1978FF97400031,18.0
430,WOS:A1978EU89400607,18.0
431,WOS:A1978EM12800037,17.88
432,WOS:A1978FR18700016,17.857142857142858
433,WOS:A1978EM35300007,17.8
434,WOS:A1978FU54000059,17.666666666666668
435,WOS:A1978FU93300032,17.666666666666668
436,WOS:A1978FK49100001,17.666666666666668
437,WOS:A1978FQ52800101,17.666666666666668
438,WOS:A1978FM37500004,17.666666666666668
439,WOS:A1978EK22300010,17.666666666666668
440,WOS:A1978EG93500027,17.666666666666668
441,WOS:A1978EH47600011,17.666666666666668
442,WOS:A1978EV31700041,17.6
443,WOS:A1978EX54000003,17.529411764705884
444,WOS:A1978EM37600021,17.5
445,WOS:A1978FN49100013,17.5
446,WOS:A1978EV09700023,17.5
447,WOS:A1978EX18301090,17.5
448,WOS:A1978EH22600007,17.5
449,WOS:A1978EU89401691,17.5
450,WOS:A1978ER10500217,17.5
451,WOS:A1978FZ26600019,17.428571428571427
452,WOS:A1978EZ90800012,17.416666666666668
453,WOS:A1978EG65100016,17.333333333333332
454,WOS:A1978EQ12900005,17.25
455,WOS:A1978ER10500113,17.25
456,WOS:A1978EV10000008,17.166666666666668
457,WOS:A1978FR63700015,17.0
458,WOS:A1978FC14700030,17.0
459,WOS:A1978ES45403660,17.0
460,WOS:A1978EU89401812,17.0
461,WOS:A1978ER59000925,17.0
462,WOS:A1978FH09200158,17.0
463,WOS:A1978EX18302253,17.0
464,WOS:A1978ES71400040,17.0
465,WOS:A1978FA35300003,17.0
466,WOS:A1978EY12000617,17.0
467,WOS:A1978ES45403063,17.0
468,WOS:A1978EP04700586,17.0
469,WOS:A1978ES45400720,17.0
470,WOS:A1978GD63700032,17.0
471,WOS:A1978EU89401058,17.0
472,WOS:A1978EX18301324,17.0
473,WOS:A1978EV97400520,17.0
474,WOS:A1978FF53900001,17.0
475,WOS:A1978FS74600154,17.0
476,WOS:A1978EG93500009,17.0
477,WOS:A1978EY12000618,17.0
478,WOS:A1978ES17300095,17.0
479,WOS:A1978ES45403334,17.0
480,WOS:A1978EJ55100104,17.0
481,WOS:A1978FB76400006,17.0
482,WOS:A1978EU89400605,17.0
483,WOS:A1978EG45500486,17.0
484,WOS:A1978EX26500009,17.0
485,WOS:A1978EZ98600089,17.0
486,WOS:A1978EG45500485,17.0
487,WOS:A1978GG27900009,17.0
488,WOS:A1978EH65300054,17.0
489,WOS:A1978FN93500053,17.0
490,WOS:A1978EX18301060,17.0
491,WOS:A1978FH46300027,17.0
492,WOS:A1978EY12000628,17.0
493,WOS:A1978EX18300617,17.0
494,WOS:A1978EX18300503,17.0
495,WOS:A1978ET05000067,17.0
496,WOS:A1978EX18300583,17.0
497,WOS:A1978FW63500012,17.0
498,WOS:A1978GA01200023,17.0
499,WOS:A1978FD69500009,17.0
500,WOS:A1978EX18302860,17.0
501,WOS:A1978FB40800039,17.0
502,WOS:A1978EM89800005,17.0
503,WOS:A1978ES45401733,17.0
504,WOS:A1978FF37600026,17.0
505,WOS:A1978FG12800005,17.0
506,WOS:A1978EV97400598,17.0
507,WOS:A1978GA25700035,16.833333333333332
508,WOS:A1978EX18300179,16.833333333333332
509,WOS:A1978FE86200003,16.666666666666668
510,WOS:A1978EJ93200018,16.6
511,WOS:A1978EV29500006,16.6
512,WOS:A1978EU89401250,16.5
513,WOS:A1978FT88400015,16.5
514,WOS:A1978EV13300004,16.5
515,WOS:A1978EU78400012,16.5
516,WOS:A1978EU89402044,16.5
517,WOS:A1978EP90300057,16.5
518,WOS:A1978EP70900005,16.5
519,WOS:A1978FF46000009,16.5
520,WOS:A1978EX18300644,16.5
521,WOS:A1978EV11700836,16.5
522,WOS:A1978FB11400002,16.5
523,WOS:A1978FV57600053,16.5
524,WOS:A1978FM93400012,16.5
525,WOS:A1978ER76700002,16.5
526,WOS:A1978EX18302254,16.5
527,WOS:A1978FP10700017,16.5
528,WOS:A1978ER10500972,16.5
529,WOS:A1978FC82000011,16.5
530,WOS:A1978FG46100003,16.5
531,WOS:A1978FS22800014,16.375
532,WOS:A1978EZ98600092,16.333333333333332
533,WOS:A1978FA35300001,16.333333333333332
534,WOS:A1978ES45402297,16.333333333333332
535,WOS:A1978FC46100020,16.333333333333332
536,WOS:A1978EU89401795,16.333333333333332
537,WOS:A1978EL81600015,16.333333333333332
538,WOS:A1978FC29900060,16.333333333333332
539,WOS:A1978FQ10500002,16.333333333333332
540,WOS:A1978ER59000797,16.333333333333332
541,WOS:A1978ES45400514,16.333333333333332
542,WOS:A1978FG65000049,16.333333333333332
543,WOS:A1978EG93500034,16.333333333333332
544,WOS:A1978FQ44400020,16.3
545,WOS:A1978FC41800014,16.25
546,WOS:A1978EY17800008,16.25
547,WOS:A1978FA09700001,16.25
548,WOS:A1978ES45300028,16.185185185185187
549,WOS:A1978FD98400001,16.153846153846153
550,WOS:A1978EW63400004,16.142857142857142
551,WOS:A1978EQ53400003,16.125
552,WOS:A1978EP96000004,16.0
553,WOS:A1978FN47100005,16.0
554,WOS:A1978FQ52800035,16.0
555,WOS:A1978EP04700188,16.0
556,WOS:A1978FA79500031,16.0
557,WOS:A1978FC29900031,16.0
558,WOS:A1978FV84800013,16.0
559,WOS:A1978GK98800002,16.0
560,WOS:A1978EM65100034,16.0
561,WOS:A1978FT48400003,16.0
562,WOS:A1978FH51700646,16.0
563,WOS:A1978EX54000050,16.0
564,WOS:A1978GB56600017,16.0
565,WOS:A1978EG81500391,16.0
566,WOS:A1978FM11500004,16.0
567,WOS:A1978FC29900038,16.0
568,WOS:A1978FJ21300008,16.0
569,WOS:A1978GC26300025,16.0
570,WOS:A1978EM37600018,16.0
571,WOS:A1978GG10600015,16.0
572,WOS:A1978FG64300050,16.0
573,WOS:A1978FW14700007,16.0
574,WOS:A1978FS65000013,16.0
575,WOS:A1978EV36300012,16.0
576,WOS:A1978EH10500010,16.0
577,WOS:A1978FP11800013,16.0
578,WOS:A1978ER10500922,16.0
579,WOS:A1978FH24800016,16.0
580,WOS:A1978FX94500002,16.0
581,WOS:A1978EZ99400001,16.0
582,WOS:A1978EG57500012,16.0
583,WOS:A1978ET45300473,16.0
584,WOS:A1978EX18300203,16.0
585,WOS:A1978EK60600024,16.0
586,WOS:A1978FP06300015,16.0
587,WOS:A1978EL87500011,16.0
588,WOS:A1978ER06900011,16.0
589,WOS:A1978FN30700017,16.0
590,WOS:A1978GK65600240,16.0
591,WOS:A1978ER59001015,16.0
592,WOS:A1978EZ90800034,16.0
593,WOS:A1978EG45500418,16.0
594,WOS:A1978FV54600704,16.0
595,WOS:A1978ET05000097,16.0
596,WOS:A1978GC26300026,16.0
597,WOS:A1978EH11500019,16.0
598,WOS:A1978EN70100032,16.0
599,WOS:A1978EV11700197,16.0
600,WOS:A1978EV56700030,16.0
601,WOS:A1978EL18500274,16.0
602,WOS:A1978EX18302967,16.0
603,WOS:A1978GA01600032,16.0
604,WOS:A1978EU89400063,16.0
605,WOS:A1978EM20400012,16.0
606,WOS:A1978FH72300020,16.0
607,WOS:A1978FR51900402,16.0
608,WOS:A1978EL81600074,16.0
609,WOS:A1978FE43000025,16.0
610,WOS:A1978FV34400385,16.0
611,WOS:A1978EL68800002,16.0
612,WOS:A1978EU94600054,15.947368421052632
613,WOS:A1978EL81600076,15.833333333333334
614,WOS:A1978GC22800020,15.75
615,WOS:A1978EU89401626,15.666666666666666
616,WOS:A1978GB79900003,15.666666666666666
617,WOS:A1978FA35300013,15.571428571428571
618,WOS:A1978FA90000025,15.571428571428571
619,WOS:A1978EZ15100003,15.538461538461538
620,WOS:A1978EL81600070,15.5
621,WOS:A1978ES44000029,15.5
622,WOS:A1978EN67300040,15.5
623,WOS:A1978EW24200048,15.5
624,WOS:A1978ES77900014,15.5
625,WOS:A1978FB25800019,15.5
626,WOS:A1978EQ02800002,15.5
627,WOS:A1978EG93500022,15.5
628,WOS:A1978GC23600003,15.5
629,WOS:A1978FQ54500045,15.5
630,WOS:A1978FK20700003,15.5
631,WOS:A1978ER10500584,15.5
632,WOS:A1978EW51300024,15.428571428571429
633,WOS:A1978FQ52800069,15.333333333333334
634,WOS:A1978EQ46900012,15.333333333333334
635,WOS:A1978FQ52800053,15.333333333333334
636,WOS:A1978FA70300003,15.285714285714286
637,WOS:A1978EV62600006,15.25
638,WOS:A1978EU89401924,15.25
639,WOS:A1978EP84700007,15.25
640,WOS:A1978FK70400002,15.222222222222221
641,WOS:A1978EY18300013,15.090909090909092
642,WOS:A1978GA01200042,15.0
643,WOS:A1978FA27300006,15.0
644,WOS:A1978EL69701123,15.0
645,WOS:A1978EU89400910,15.0
646,WOS:A1978ER59001190,15.0
647,WOS:A1978FD44800011,15.0
648,WOS:A1978EU89401896,15.0
649,WOS:A1978ER10500405,15.0
650,WOS:A1978EW29500024,15.0
651,WOS:A1978FJ85400019,15.0
652,WOS:A1978ES45403678,15.0
653,WOS:A1978EM30600016,15.0
654,WOS:A1978ES33100001,15.0
655,WOS:A1978FE42700002,15.0
656,WOS:A1978ER10500053,15.0
657,WOS:A1978EJ87000021,15.0
658,WOS:A1978EL69700964,15.0
659,WOS:A1978ER10500208,15.0
660,WOS:A1978EL69701120,15.0
661,WOS:A1978FY34800010,15.0
662,WOS:A1978ER32700050,15.0
663,WOS:A1978FR51900700,15.0
664,WOS:A1978FS22201024,15.0
665,WOS:A1978EG45500342,15.0
666,WOS:A1978EV17800013,15.0
667,WOS:A1978EN45000017,15.0
668,WOS:A1978EW73800007,15.0
669,WOS:A1978EM30600017,15.0
670,WOS:A1978ER59000793,15.0
671,WOS:A1978FP79600048,15.0
672,WOS:A1978ER10500887,15.0
673,WOS:A1978EH71800010,15.0
674,WOS:A1978EU89401870,15.0
675,WOS:A1978FV54600200,15.0
676,WOS:A1978FP19900011,15.0
677,WOS:A1978EG65200006,15.0
678,WOS:A1978ES14800202,15.0
679,WOS:A1978EU89401957,15.0
680,WOS:A1978FW94800006,15.0
681,WOS:A1978FS22201345,15.0
682,WOS:A1978FA00400006,15.0
683,WOS:A1978FM36700006,15.0
684,WOS:A1978FN09300030,15.0
685,WOS:A1978ES45401987,15.0
686,WOS:A1978FN89900002,15.0
687,WOS:A1978EW09800002,15.0
688,WOS:A1978EZ13700517,15.0
689,WOS:A1978ES70800733,15.0
690,WOS:A1978FT07300024,15.0
691,WOS:A1978FH95900105,15.0
692,WOS:A1978ES45401322,15.0
693,WOS:A1978ER10500658,15.0
694,WOS:A1978EZ84100002,15.0
695,WOS:A1978GE91700069,15.0
696,WOS:A1978EZ98600091,15.0
697,WOS:A1978EM30600008,15.0
698,WOS:A1978EM75600018,15.0
699,WOS:A1978GA33600016,15.0
700,WOS:A1978FA27300005,15.0
701,WOS:A1978FT86900037,15.0
702,WOS:A1978ET05000161,15.0
703,WOS:A1978EW03000017,15.0
704,WOS:A1978FG82300012,15.0
705,WOS:A1978EG45500339,15.0
706,WOS:A1978ER10500319,15.0
707,WOS:A1978ES45400851,15.0
708,WOS:A1978EG45500340,15.0
709,WOS:A1978EV97400055,15.0
710,WOS:A1978FR51900065,15.0
711,WOS:A1978GB47600025,15.0
712,WOS:A1978ER59000877,15.0
713,WOS:A1978FW93200026,15.0
714,WOS:A1978EL18500259,15.0
